Source Audio,Part,Début (sec),Début (min:sec),Distance,Status,Listening, ,Unnamed: 8,Validation_Humaine
ml18_294b_0042_part10.wav,10,50,0:50,0.1529,RAS,,,ml18_294b_00420010,A_VALIDER
ml18_294b_0042_part11.wav,11,55,0:55,0.1191,RAS,,,ml18_294b_00420011,A_VALIDER
ml18_294b_0042_part12.wav,12,60,1:00,0.1134,RAS,,,ml18_294b_00420012,A_VALIDER
ml18_294b_0042_part13.wav,13,65,1:05,0.143,RAS,,,ml18_294b_00420013,A_VALIDER
ml18_294b_0042_part14.wav,14,70,1:10,0.1565,RAS,,,ml18_294b_00420014,A_VALIDER
ml18_294b_0042_part15.wav,15,75,1:15,0.1832,RAS,,,ml18_294b_00420015,A_VALIDER
ml18_294b_0042_part16.wav,16,80,1:20,0.1505,RAS,,,ml18_294b_00420016,A_VALIDER
ml18_294b_0042_part17.wav,17,85,1:25,0.1108,RAS,,,ml18_294b_00420017,A_VALIDER
ml18_294b_0042_part18.wav,18,90,1:30,0.1538,RAS,,,ml18_294b_00420018,A_VALIDER
ml18_294b_0042_part19.wav,19,95,1:35,0.1181,RAS,,,ml18_294b_00420019,A_VALIDER
ml18_294b_0042_part20.wav,20,100,1:40,0.127,RAS,,,ml18_294b_00420020,A_VALIDER
ml18_294b_0042_part21.wav,21,105,1:45,0.1684,RAS,,,ml18_294b_00420021,A_VALIDER
ml18_294b_0042_part22.wav,22,110,1:50,0.1018,RAS,,,ml18_294b_00420022,A_VALIDER
ml18_294b_0042_part23.wav,23,115,1:55,0.1072,RAS,,,ml18_294b_00420023,A_VALIDER
ml18_294b_0042_part24.wav,24,120,2:00,0.1481,RAS,,,ml18_294b_00420024,A_VALIDER
ml18_294b_0042_part25.wav,25,125,2:05,0.1203,RAS,,,ml18_294b_00420025,A_VALIDER
ml18_294b_0042_part26.wav,26,130,2:10,0.1633,RAS,,,ml18_294b_00420026,A_VALIDER
ml18_294b_0042_part27.wav,27,135,2:15,0.1524,RAS,,,ml18_294b_00420027,A_VALIDER
ml18_294b_0042_part28.wav,28,140,2:20,0.1483,RAS,,,ml18_294b_00420028,A_VALIDER
ml18_294b_0042_part29.wav,29,145,2:25,0.1318,RAS,,,ml18_294b_00420029,A_VALIDER
ml18_294b_0042_part30.wav,30,150,2:30,0.1269,RAS,,,ml18_294b_00420030,A_VALIDER
ml18_294b_0042_part31.wav,31,155,2:35,0.1204,RAS,,,ml18_294b_00420031,A_VALIDER
ml18_294b_0042_part32.wav,32,160,2:40,0.1237,RAS,,,ml18_294b_00420032,A_VALIDER
ml18_294b_0042_part33.wav,33,165,2:45,0.1102,RAS,,,ml18_294b_00420033,A_VALIDER
ml18_294b_0042_part34.wav,34,170,2:50,0.126,RAS,,,ml18_294b_00420034,A_VALIDER
ml18_294b_0042_part35.wav,35,175,2:55,0.1378,RAS,,,ml18_294b_00420035,A_VALIDER
ml18_294b_0042_part36.wav,36,180,3:00,0.2059,RAS,,,ml18_294b_00420036,A_VALIDER
ml18_294b_0042_part37.wav,37,185,3:05,0.0993,RAS,,,ml18_294b_00420037,A_VALIDER
ml18_294b_0042_part38.wav,38,190,3:10,0.1308,RAS,,,ml18_294b_00420038,A_VALIDER
ml18_294b_0042_part39.wav,39,195,3:15,0.1141,RAS,,,ml18_294b_00420039,A_VALIDER
ml18_294b_0042_part40.wav,40,200,3:20,0.1274,RAS,,,ml18_294b_00420040,A_VALIDER
ml18_294b_0042_part41.wav,41,205,3:25,0.1556,RAS,,,ml18_294b_00420041,A_VALIDER
ml18_294b_0042_part42.wav,42,210,3:30,0.1599,RAS,,,ml18_294b_00420042,A_VALIDER
ml18_294b_0042_part43.wav,43,215,3:35,0.1693,RAS,,,ml18_294b_00420043,A_VALIDER
ml18_294b_0042_part44.wav,44,220,3:40,0.1287,RAS,,,ml18_294b_00420044,A_VALIDER
ml18_294b_0042_part45.wav,45,225,3:45,0.1372,RAS,,,ml18_294b_00420045,A_VALIDER
ml18_294b_0042_part46.wav,46,230,3:50,0.1398,RAS,,,ml18_294b_00420046,A_VALIDER
ml18_294b_0042_part47.wav,47,235,3:55,0.1185,RAS,,,ml18_294b_00420047,A_VALIDER
ml18_294b_0042_part48.wav,48,240,4:00,0.1212,RAS,,,ml18_294b_00420048,A_VALIDER
ml18_294b_0042_part49.wav,49,245,4:05,0.1046,RAS,,,ml18_294b_00420049,A_VALIDER
ml18_294b_0042_part50.wav,50,250,4:10,0.1182,RAS,,,ml18_294b_00420050,A_VALIDER
ml18_294b_0042_part51.wav,51,255,4:15,0.161,RAS,,,ml18_294b_00420051,A_VALIDER
ml18_294b_0076_part0.wav,0,0,0:00,0.1529,RAS,,,ml18_294b_00760000,A_VALIDER
ml18_294b_0076_part1.wav,1,5,0:05,0.2285,RAS,,,ml18_294b_00760001,A_VALIDER
ml18_294b_0076_part2.wav,2,10,0:10,0.1086,RAS,,,ml18_294b_00760002,A_VALIDER
ml18_294b_0076_part3.wav,3,15,0:15,0.1509,RAS,,,ml18_294b_00760003,A_VALIDER
ml18_294b_0076_part4.wav,4,20,0:20,0.1605,RAS,,,ml18_294b_00760004,A_VALIDER
ml18_294b_0076_part5.wav,5,25,0:25,0.1348,RAS,,,ml18_294b_00760005,A_VALIDER
ml18_294b_0076_part6.wav,6,30,0:30,0.1481,RAS,,,ml18_294b_00760006,A_VALIDER
ml18_294b_0076_part7.wav,7,35,0:35,0.1351,RAS,,,ml18_294b_00760007,A_VALIDER
ml18_294b_0076_part8.wav,8,40,0:40,0.1285,RAS,,,ml18_294b_00760008,A_VALIDER
ml18_294b_0076_part9.wav,9,45,0:45,0.1453,RAS,,,ml18_294b_00760009,A_VALIDER
ml18_294b_0076_part10.wav,10,50,0:50,0.1224,RAS,,,ml18_294b_00760010,A_VALIDER
ml18_294b_0076_part11.wav,11,55,0:55,0.1592,RAS,,,ml18_294b_00760011,A_VALIDER
ml18_294b_0076_part12.wav,12,60,1:00,0.137,RAS,,,ml18_294b_00760012,A_VALIDER
ml18_294b_0076_part13.wav,13,65,1:05,0.1231,RAS,,,ml18_294b_00760013,A_VALIDER
ml18_294b_0076_part14.wav,14,70,1:10,0.1103,RAS,,,ml18_294b_00760014,A_VALIDER
ml18_294b_0076_part15.wav,15,75,1:15,0.1227,RAS,,,ml18_294b_00760015,A_VALIDER
ml18_294b_0076_part16.wav,16,80,1:20,0.1668,RAS,,,ml18_294b_00760016,A_VALIDER
ml18_294b_0076_part17.wav,17,85,1:25,0.2018,RAS,,,ml18_294b_00760017,A_VALIDER
ml18_294b_0076_part18.wav,18,90,1:30,0.1136,RAS,,,ml18_294b_00760018,A_VALIDER
ml18_294b_0076_part19.wav,19,95,1:35,0.1121,RAS,,,ml18_294b_00760019,A_VALIDER
ml18_294b_0076_part20.wav,20,100,1:40,0.219,RAS,,,ml18_294b_00760020,A_VALIDER
ml18_294b_0076_part21.wav,21,105,1:45,0.1413,RAS,,,ml18_294b_00760021,A_VALIDER
ml18_294b_0076_part22.wav,22,110,1:50,0.1421,RAS,,,ml18_294b_00760022,A_VALIDER
ml18_294b_0076_part23.wav,23,115,1:55,0.1939,RAS,,,ml18_294b_00760023,A_VALIDER
ml18_294b_0076_part24.wav,24,120,2:00,0.1262,RAS,,,ml18_294b_00760024,A_VALIDER
ml18_294b_0076_part25.wav,25,125,2:05,0.1714,RAS,,,ml18_294b_00760025,A_VALIDER
ml18_294b_0076_part26.wav,26,130,2:10,0.1285,RAS,,,ml18_294b_00760026,A_VALIDER
ml18_294b_0076_part27.wav,27,135,2:15,0.1319,RAS,,,ml18_294b_00760027,A_VALIDER
ml18_294b_0076_part28.wav,28,140,2:20,0.1717,RAS,,,ml18_294b_00760028,A_VALIDER
ml18_294b_0076_part29.wav,29,145,2:25,0.1196,RAS,,,ml18_294b_00760029,A_VALIDER
ml18_294b_0076_part30.wav,30,150,2:30,0.1106,RAS,,,ml18_294b_00760030,A_VALIDER
ml18_294b_0076_part31.wav,31,155,2:35,0.1253,RAS,,,ml18_294b_00760031,A_VALIDER
ml18_294b_0076_part32.wav,32,160,2:40,0.1705,RAS,,,ml18_294b_00760032,A_VALIDER
ml18_294b_0076_part33.wav,33,165,2:45,0.1189,RAS,,,ml18_294b_00760033,A_VALIDER
ml18_294b_0076_part34.wav,34,170,2:50,0.1541,RAS,,,ml18_294b_00760034,A_VALIDER
ml18_294b_0076_part35.wav,35,175,2:55,0.1169,RAS,,,ml18_294b_00760035,A_VALIDER
ml18_294b_0076_part36.wav,36,180,3:00,0.1521,RAS,,,ml18_294b_00760036,A_VALIDER
ml18_294b_0076_part37.wav,37,185,3:05,0.1186,RAS,,,ml18_294b_00760037,A_VALIDER
ml18_294b_0076_part38.wav,38,190,3:10,0.1139,RAS,,,ml18_294b_00760038,A_VALIDER
ml18_294b_0076_part39.wav,39,195,3:15,0.1357,RAS,,,ml18_294b_00760039,A_VALIDER
ml18_294b_0076_part40.wav,40,200,3:20,0.1397,RAS,,,ml18_294b_00760040,A_VALIDER
ml18_294b_0076_part41.wav,41,205,3:25,0.0916,RAS,,,ml18_294b_00760041,A_VALIDER
ml18_294b_0076_part42.wav,42,210,3:30,0.1305,RAS,,,ml18_294b_00760042,A_VALIDER
ml18_294b_0076_part43.wav,43,215,3:35,0.1622,RAS,,,ml18_294b_00760043,A_VALIDER
ml18_294b_0076_part44.wav,44,220,3:40,0.1257,RAS,,,ml18_294b_00760044,A_VALIDER
ml18_294b_0076_part45.wav,45,225,3:45,0.121,RAS,,,ml18_294b_00760045,A_VALIDER
ml18_294b_0076_part46.wav,46,230,3:50,0.1254,RAS,,,ml18_294b_00760046,A_VALIDER
ml18_294b_0076_part47.wav,47,235,3:55,0.1036,RAS,,,ml18_294b_00760047,A_VALIDER
ml18_294b_0076_part48.wav,48,240,4:00,0.1822,RAS,,,ml18_294b_00760048,A_VALIDER
ml18_294b_0076_part49.wav,49,245,4:05,0.131,RAS,,,ml18_294b_00760049,A_VALIDER
ml18_294b_0076_part50.wav,50,250,4:10,0.1312,RAS,,,ml18_294b_00760050,A_VALIDER
ml18_294b_0076_part51.wav,51,255,4:15,0.1357,RAS,,,ml18_294b_00760051,A_VALIDER
ml18_294b_0076_part52.wav,52,260,4:20,0.1138,RAS,,,ml18_294b_00760052,A_VALIDER
ml18_294b_0076_part53.wav,53,265,4:25,0.196,RAS,,,ml18_294b_00760053,A_VALIDER
ml18_294b_0076_part54.wav,54,270,4:30,0.1556,RAS,,,ml18_294b_00760054,A_VALIDER
ml18_294b_0076_part55.wav,55,275,4:35,0.1057,RAS,,,ml18_294b_00760055,A_VALIDER
ml18_294b_0076_part56.wav,56,280,4:40,0.1291,RAS,,,ml18_294b_00760056,A_VALIDER
ml18_294b_0076_part57.wav,57,285,4:45,0.1668,RAS,,,ml18_294b_00760057,A_VALIDER
ml18_294b_0076_part58.wav,58,290,4:50,0.1408,RAS,,,ml18_294b_00760058,A_VALIDER
ml18_294b_0076_part59.wav,59,295,4:55,0.1552,RAS,,,ml18_294b_00760059,A_VALIDER
ml18_294b_0076_part60.wav,60,300,5:00,0.1324,RAS,,,ml18_294b_00760060,A_VALIDER
ml18_294b_0076_part61.wav,61,305,5:05,0.1284,RAS,,,ml18_294b_00760061,A_VALIDER
ml18_294b_0076_part62.wav,62,310,5:10,0.1287,RAS,,,ml18_294b_00760062,A_VALIDER
ml18_294b_0076_part63.wav,63,315,5:15,0.167,RAS,,,ml18_294b_00760063,A_VALIDER
ml18_294b_0076_part64.wav,64,320,5:20,0.1679,RAS,,,ml18_294b_00760064,A_VALIDER
ml18_294b_0076_part65.wav,65,325,5:25,0.1173,RAS,,,ml18_294b_00760065,A_VALIDER
ml18_294b_0076_part66.wav,66,330,5:30,0.162,RAS,,,ml18_294b_00760066,A_VALIDER
ml18_294b_0076_part67.wav,67,335,5:35,0.1457,RAS,,,ml18_294b_00760067,A_VALIDER
ml18_294b_0076_part68.wav,68,340,5:40,0.123,RAS,,,ml18_294b_00760068,A_VALIDER
ml18_294b_0076_part69.wav,69,345,5:45,0.1928,RAS,,,ml18_294b_00760069,A_VALIDER
ml18_294b_0076_part70.wav,70,350,5:50,0.2035,RAS,,,ml18_294b_00760070,A_VALIDER
ml18_294b_0076_part71.wav,71,355,5:55,0.1197,RAS,,,ml18_294b_00760071,A_VALIDER
ml18_294b_0076_part72.wav,72,360,6:00,0.1114,RAS,,,ml18_294b_00760072,A_VALIDER
ml18_294b_0076_part73.wav,73,365,6:05,0.1614,RAS,,,ml18_294b_00760073,A_VALIDER
ml18_294b_0076_part74.wav,74,370,6:10,0.1418,RAS,,,ml18_294b_00760074,A_VALIDER
ml18_294b_0076_part75.wav,75,375,6:15,0.1109,RAS,,,ml18_294b_00760075,A_VALIDER
ml18_294b_0076_part76.wav,76,380,6:20,0.1205,RAS,,,ml18_294b_00760076,A_VALIDER
ml18_294b_0076_part77.wav,77,385,6:25,0.1377,RAS,,,ml18_294b_00760077,A_VALIDER
ml18_294b_0076_part78.wav,78,390,6:30,0.0962,RAS,,,ml18_294b_00760078,A_VALIDER
ml18_294b_0076_part79.wav,79,395,6:35,0.1203,RAS,,,ml18_294b_00760079,A_VALIDER
ml18_294b_0076_part80.wav,80,400,6:40,0.1536,RAS,,,ml18_294b_00760080,A_VALIDER
ml18_294b_0076_part81.wav,81,405,6:45,0.1501,RAS,,,ml18_294b_00760081,A_VALIDER
ml18_294b_0076_part82.wav,82,410,6:50,0.13,RAS,,,ml18_294b_00760082,A_VALIDER
ml18_294b_0076_part83.wav,83,415,6:55,0.1552,RAS,,,ml18_294b_00760083,A_VALIDER
ml18_294b_0076_part84.wav,84,420,7:00,0.3142,ANOMALIE,,,ml18_294b_00760084,A_VALIDER
ml18_294b_0076_part85.wav,85,425,7:05,0.1331,RAS,,,ml18_294b_00760085,A_VALIDER
ml18_296a_0007_part0.wav,0,0,0:00,0.1038,RAS,,,ml18_296a_00070000,A_VALIDER
ml18_296a_0007_part1.wav,1,5,0:05,0.1655,RAS,,,ml18_296a_00070001,A_VALIDER
ml18_296a_0007_part2.wav,2,10,0:10,0.2181,RAS,,,ml18_296a_00070002,A_VALIDER
ml18_296a_0007_part3.wav,3,15,0:15,0.162,RAS,,,ml18_296a_00070003,A_VALIDER
ml18_296a_0007_part4.wav,4,20,0:20,0.1945,RAS,,,ml18_296a_00070004,A_VALIDER
ml18_296a_0007_part5.wav,5,25,0:25,0.3745,ANOMALIE,,,ml18_296a_00070005,A_VALIDER
ml18_296a_0007_part6.wav,6,30,0:30,0.1536,RAS,,,ml18_296a_00070006,A_VALIDER
ml18_296a_0007_part7.wav,7,35,0:35,0.1726,RAS,,,ml18_296a_00070007,A_VALIDER
ml18_296a_0007_part8.wav,8,40,0:40,0.1164,RAS,,,ml18_296a_00070008,A_VALIDER
ml18_296a_0007_part9.wav,9,45,0:45,0.141,RAS,,,ml18_296a_00070009,A_VALIDER
ml18_296a_0007_part10.wav,10,50,0:50,0.1683,RAS,,,ml18_296a_00070010,A_VALIDER
ml18_296a_0007_part11.wav,11,55,0:55,0.2095,RAS,,,ml18_296a_00070011,A_VALIDER
ml18_296a_0007_part12.wav,12,60,1:00,0.1211,RAS,,,ml18_296a_00070012,A_VALIDER
ml18_296a_0007_part13.wav,13,65,1:05,0.1304,RAS,,,ml18_296a_00070013,A_VALIDER
ml18_296a_0007_part14.wav,14,70,1:10,0.1799,RAS,,,ml18_296a_00070014,A_VALIDER
ml18_296a_0007_part15.wav,15,75,1:15,0.1474,RAS,,,ml18_296a_00070015,A_VALIDER
ml18_296a_0007_part16.wav,16,80,1:20,0.1479,RAS,,,ml18_296a_00070016,A_VALIDER
ml18_296a_0007_part17.wav,17,85,1:25,0.1458,RAS,,,ml18_296a_00070017,A_VALIDER
ml18_296a_0007_part18.wav,18,90,1:30,0.1612,RAS,,,ml18_296a_00070018,A_VALIDER
ml18_296a_0007_part19.wav,19,95,1:35,0.1283,RAS,,,ml18_296a_00070019,A_VALIDER
ml18_296a_0007_part20.wav,20,100,1:40,0.1376,RAS,,,ml18_296a_00070020,A_VALIDER
ml18_296a_0007_part21.wav,21,105,1:45,0.13,RAS,,,ml18_296a_00070021,A_VALIDER
ml18_296a_0007_part22.wav,22,110,1:50,0.1905,RAS,,,ml18_296a_00070022,A_VALIDER
ml18_296a_0007_part23.wav,23,115,1:55,0.1026,RAS,,,ml18_296a_00070023,A_VALIDER
ml18_296a_0007_part24.wav,24,120,2:00,0.1682,RAS,,,ml18_296a_00070024,A_VALIDER
ml19_292a_0007_part0.wav,0,0,0:00,0.1004,RAS,,,ml19_292a_00070000,A_VALIDER
ml19_292a_0007_part1.wav,1,5,0:05,0.194,RAS,,,ml19_292a_00070001,A_VALIDER
ml19_292a_0007_part2.wav,2,10,0:10,0.2047,RAS,,,ml19_292a_00070002,A_VALIDER
ml19_292a_0007_part3.wav,3,15,0:15,0.1327,RAS,,,ml19_292a_00070003,A_VALIDER
ml19_292a_0007_part4.wav,4,20,0:20,0.1159,RAS,,,ml19_292a_00070004,A_VALIDER
ml19_292a_0007_part5.wav,5,25,0:25,0.1094,RAS,,,ml19_292a_00070005,A_VALIDER
ml19_292a_0007_part6.wav,6,30,0:30,0.1373,RAS,,,ml19_292a_00070006,A_VALIDER
ml19_292a_0007_part7.wav,7,35,0:35,0.2005,RAS,,,ml19_292a_00070007,A_VALIDER
ml19_292a_0007_part8.wav,8,40,0:40,0.1131,RAS,,,ml19_292a_00070008,A_VALIDER
ml19_292a_0007_part9.wav,9,45,0:45,0.1159,RAS,,,ml19_292a_00070009,A_VALIDER
ml19_292a_0007_part10.wav,10,50,0:50,0.137,RAS,,,ml19_292a_00070010,A_VALIDER
ml19_292a_0007_part11.wav,11,55,0:55,0.1218,RAS,,,ml19_292a_00070011,A_VALIDER
ml19_292a_0007_part12.wav,12,60,1:00,0.1491,RAS,,,ml19_292a_00070012,A_VALIDER
ml19_292a_0007_part13.wav,13,65,1:05,0.0821,RAS,,,ml19_292a_00070013,A_VALIDER
ml19_292a_0007_part14.wav,14,70,1:10,0.132,RAS,,,ml19_292a_00070014,A_VALIDER
ml19_292a_0007_part15.wav,15,75,1:15,0.1813,RAS,,,ml19_292a_00070015,A_VALIDER
ml19_292a_0007_part16.wav,16,80,1:20,0.1568,RAS,,,ml19_292a_00070016,A_VALIDER
ml19_292a_0007_part17.wav,17,85,1:25,0.153,RAS,,,ml19_292a_00070017,A_VALIDER
ml19_292a_0007_part18.wav,18,90,1:30,0.1271,RAS,,,ml19_292a_00070018,A_VALIDER
ml19_292a_0007_part19.wav,19,95,1:35,0.1639,RAS,,,ml19_292a_00070019,A_VALIDER
ml19_292a_0007_part20.wav,20,100,1:40,0.2,RAS,,,ml19_292a_00070020,A_VALIDER
ml19_292a_0007_part21.wav,21,105,1:45,0.234,RAS,,,ml19_292a_00070021,A_VALIDER
ml19_292a_0007_part22.wav,22,110,1:50,0.211,RAS,,,ml19_292a_00070022,A_VALIDER
ml19_292a_0007_part23.wav,23,115,1:55,0.1799,RAS,,,ml19_292a_00070023,A_VALIDER
ml19_292a_0007_part24.wav,24,120,2:00,0.1097,RAS,,,ml19_292a_00070024,A_VALIDER
ml19_292a_0007_part25.wav,25,125,2:05,0.1756,RAS,,,ml19_292a_00070025,A_VALIDER
ml19_292a_0007_part26.wav,26,130,2:10,0.1046,RAS,,,ml19_292a_00070026,A_VALIDER
ml19_292a_0007_part27.wav,27,135,2:15,0.1231,RAS,,,ml19_292a_00070027,A_VALIDER
ml19_292a_0007_part28.wav,28,140,2:20,0.1609,RAS,,,ml19_292a_00070028,A_VALIDER
ml19_292a_0007_part29.wav,29,145,2:25,0.1162,RAS,,,ml19_292a_00070029,A_VALIDER
ml19_292a_0007_part30.wav,30,150,2:30,0.1936,RAS,,,ml19_292a_00070030,A_VALIDER
ml19_292a_0007_part31.wav,31,155,2:35,0.0875,RAS,,,ml19_292a_00070031,A_VALIDER
ml19_292a_0007_part32.wav,32,160,2:40,0.1665,RAS,,,ml19_292a_00070032,A_VALIDER
ml19_292a_0007_part33.wav,33,165,2:45,0.1472,RAS,,,ml19_292a_00070033,A_VALIDER
ml19_292a_0007_part34.wav,34,170,2:50,0.1954,RAS,,,ml19_292a_00070034,A_VALIDER
ml19_292a_0007_part35.wav,35,175,2:55,0.146,RAS,,,ml19_292a_00070035,A_VALIDER
ml19_292a_0007_part36.wav,36,180,3:00,0.3043,ANOMALIE,,,ml19_292a_00070036,A_VALIDER
ml19_292a_0007_part37.wav,37,185,3:05,0.1776,RAS,,,ml19_292a_00070037,A_VALIDER
ml19_292a_0007_part38.wav,38,190,3:10,0.1987,RAS,,,ml19_292a_00070038,A_VALIDER
ml19_292a_0007_part39.wav,39,195,3:15,0.2862,ANOMALIE,,,ml19_292a_00070039,A_VALIDER
ml19_292a_0007_part40.wav,40,200,3:20,0.1093,RAS,,,ml19_292a_00070040,A_VALIDER
ml19_292a_0007_part41.wav,41,205,3:25,0.121,RAS,,,ml19_292a_00070041,A_VALIDER
ml19_292a_0030_part0.wav,0,0,0:00,0.1253,RAS,,,ml19_292a_00300000,A_VALIDER
ml19_292a_0030_part1.wav,1,5,0:05,0.1209,RAS,,,ml19_292a_00300001,A_VALIDER
ml19_292a_0030_part2.wav,2,10,0:10,0.156,RAS,,,ml19_292a_00300002,A_VALIDER
ml19_292a_0030_part3.wav,3,15,0:15,0.101,RAS,,,ml19_292a_00300003,A_VALIDER
ml19_292a_0030_part4.wav,4,20,0:20,0.2091,RAS,,,ml19_292a_00300004,A_VALIDER
ml19_292a_0030_part5.wav,5,25,0:25,0.1333,RAS,,,ml19_292a_00300005,A_VALIDER
ml19_292a_0030_part6.wav,6,30,0:30,0.1703,RAS,,,ml19_292a_00300006,A_VALIDER
ml19_292a_0030_part7.wav,7,35,0:35,0.1016,RAS,,,ml19_292a_00300007,A_VALIDER
ml19_292a_0030_part8.wav,8,40,0:40,0.0907,RAS,,,ml19_292a_00300008,A_VALIDER
ml19_292a_0030_part9.wav,9,45,0:45,0.1242,RAS,,,ml19_292a_00300009,A_VALIDER
ml19_292a_0030_part10.wav,10,50,0:50,0.0954,RAS,,,ml19_292a_00300010,A_VALIDER
ml19_292a_0030_part11.wav,11,55,0:55,0.1444,RAS,,,ml19_292a_00300011,A_VALIDER
ml19_292a_0030_part12.wav,12,60,1:00,0.1116,RAS,,,ml19_292a_00300012,A_VALIDER
ml19_292a_0030_part13.wav,13,65,1:05,0.1283,RAS,,,ml19_292a_00300013,A_VALIDER
ml19_292a_0030_part14.wav,14,70,1:10,0.1899,RAS,,,ml19_292a_00300014,A_VALIDER
ml19_292a_0030_part15.wav,15,75,1:15,0.0813,RAS,,,ml19_292a_00300015,A_VALIDER
ml19_292a_0030_part16.wav,16,80,1:20,0.1051,RAS,,,ml19_292a_00300016,A_VALIDER
ml19_292a_0030_part17.wav,17,85,1:25,0.1273,RAS,,,ml19_292a_00300017,A_VALIDER
ml19_292a_0030_part18.wav,18,90,1:30,0.1053,RAS,,,ml19_292a_00300018,A_VALIDER
ml19_292a_0030_part19.wav,19,95,1:35,0.0912,RAS,,,ml19_292a_00300019,A_VALIDER
ml19_292a_0030_part20.wav,20,100,1:40,0.1444,RAS,,,ml19_292a_00300020,A_VALIDER
ml19_292a_0030_part21.wav,21,105,1:45,0.1813,RAS,,,ml19_292a_00300021,A_VALIDER
ml19_292a_0030_part22.wav,22,110,1:50,0.151,RAS,,,ml19_292a_00300022,A_VALIDER
ml19_292a_0030_part23.wav,23,115,1:55,0.0729,RAS,,,ml19_292a_00300023,A_VALIDER
ml19_292a_0030_part24.wav,24,120,2:00,0.108,RAS,,,ml19_292a_00300024,A_VALIDER
ml19_292a_0030_part25.wav,25,125,2:05,0.1054,RAS,,,ml19_292a_00300025,A_VALIDER
ml19_292a_0030_part26.wav,26,130,2:10,0.1381,RAS,,,ml19_292a_00300026,A_VALIDER
ml19_292a_0030_part27.wav,27,135,2:15,0.1116,RAS,,,ml19_292a_00300027,A_VALIDER
ml19_292a_0030_part28.wav,28,140,2:20,0.1079,RAS,,,ml19_292a_00300028,A_VALIDER
ml19_292a_0030_part29.wav,29,145,2:25,0.0934,RAS,,,ml19_292a_00300029,A_VALIDER
ml19_292a_0030_part30.wav,30,150,2:30,0.1187,RAS,,,ml19_292a_00300030,A_VALIDER
ml19_292a_0030_part31.wav,31,155,2:35,0.1053,RAS,,,ml19_292a_00300031,A_VALIDER
ml19_292a_0030_part32.wav,32,160,2:40,0.1196,RAS,,,ml19_292a_00300032,A_VALIDER
ml19_292a_0030_part33.wav,33,165,2:45,0.1863,RAS,,,ml19_292a_00300033,A_VALIDER
ml19_292a_0030_part34.wav,34,170,2:50,0.1178,RAS,,,ml19_292a_00300034,A_VALIDER
ml19_292a_0030_part35.wav,35,175,2:55,0.1155,RAS,,,ml19_292a_00300035,A_VALIDER
ml19_292a_0030_part36.wav,36,180,3:00,0.1036,RAS,,,ml19_292a_00300036,A_VALIDER
ml19_292a_0030_part37.wav,37,185,3:05,0.2638,ANOMALIE,,,ml19_292a_00300037,A_VALIDER
ml19_292a_0030_part38.wav,38,190,3:10,0.0963,RAS,,,ml19_292a_00300038,A_VALIDER
ml19_292a_0030_part39.wav,39,195,3:15,0.1717,RAS,,,ml19_292a_00300039,A_VALIDER
ml19_292a_0030_part40.wav,40,200,3:20,0.1114,RAS,,,ml19_292a_00300040,A_VALIDER
ml19_292a_0030_part41.wav,41,205,3:25,0.1169,RAS,,,ml19_292a_00300041,A_VALIDER
ml19_292a_0030_part42.wav,42,210,3:30,0.0856,RAS,,,ml19_292a_00300042,A_VALIDER
ml19_292a_0030_part43.wav,43,215,3:35,0.1796,RAS,,,ml19_292a_00300043,A_VALIDER
ml19_292a_0030_part44.wav,44,220,3:40,0.1606,RAS,,,ml19_292a_00300044,A_VALIDER
ml19_292a_0030_part45.wav,45,225,3:45,0.1041,RAS,,,ml19_292a_00300045,A_VALIDER
ml19_292a_0030_part46.wav,46,230,3:50,0.3115,ANOMALIE,,,ml19_292a_00300046,A_VALIDER
ml19_292a_0030_part47.wav,47,235,3:55,0.1088,RAS,,,ml19_292a_00300047,A_VALIDER
ml19_292a_0030_part48.wav,48,240,4:00,0.101,RAS,,,ml19_292a_00300048,A_VALIDER
ml19_292a_0030_part49.wav,49,245,4:05,0.17,RAS,,,ml19_292a_00300049,A_VALIDER
ml19_292a_0030_part50.wav,50,250,4:10,0.1128,RAS,,,ml19_292a_00300050,A_VALIDER
ml19_292a_0030_part51.wav,51,255,4:15,0.1342,RAS,,,ml19_292a_00300051,A_VALIDER
ml19_292a_0030_part52.wav,52,260,4:20,0.2084,RAS,,,ml19_292a_00300052,A_VALIDER
ml19_292a_0030_part53.wav,53,265,4:25,0.0854,RAS,,,ml19_292a_00300053,A_VALIDER
ml19_292a_0030_part54.wav,54,270,4:30,0.1258,RAS,,,ml19_292a_00300054,A_VALIDER
ml19_292a_0030_part55.wav,55,275,4:35,0.1427,RAS,,,ml19_292a_00300055,A_VALIDER
ml19_292a_0030_part56.wav,56,280,4:40,0.0935,RAS,,,ml19_292a_00300056,A_VALIDER
ml19_292a_0030_part57.wav,57,285,4:45,0.1033,RAS,,,ml19_292a_00300057,A_VALIDER
ml19_292a_0030_part58.wav,58,290,4:50,0.1207,RAS,,,ml19_292a_00300058,A_VALIDER
ml19_292a_0030_part59.wav,59,295,4:55,0.1056,RAS,,,ml19_292a_00300059,A_VALIDER
ml19_292a_0030_part60.wav,60,300,5:00,0.124,RAS,,,ml19_292a_00300060,A_VALIDER
ml19_292a_0030_part61.wav,61,305,5:05,0.4573,ANOMALIE,,,ml19_292a_00300061,A_VALIDER
ml19_292a_0030_part62.wav,62,310,5:10,0.2026,RAS,,,ml19_292a_00300062,A_VALIDER
